,value,label
876,Valentina Fine Foods,Valentina Fine Foods
6498,Valentino Restaurant,Valentino Restaurant
597,Valentino's,Valentino's
6884,Van hing,Van hing
1390,Vanilla,Vanilla
3370,Vanilla Black,Vanilla Black
4767,Vantra,Vantra
3361,Vapiano - Bankside,Vapiano - Bankside
3231,Vapiano - Great Portland Street,Vapiano - Great Portland Street
3501,Vapiano - Soho,Vapiano - Soho
956,Varanasi Chefs,Varanasi Chefs
495,Vasco & Piero's Pavilion Restaurant,Vasco & Piero's Pavilion Restaurant
718,Vasis,Vasis
2318,Vaulty Towers,Vaulty Towers
7274,Vauxhall Street Food Garden,Vauxhall Street Food Garden
5070,Vecchio Parioli,Vecchio Parioli
3126,Veeno London - St Paul's,Veeno London - St Paul's
2990,Veeraswamy,Veeraswamy
10351,Veg Bar Brixton,Veg Bar Brixton
7111,Vegan Express,Vegan Express
5171,Vegan Hippo,Vegan Hippo
2210,Vegan Yes,Vegan Yes
9252,Vegetarian's Paradise,Vegetarian's Paradise
1852,Veggie Pret,Veggie Pret
8221,Velo - Canary Wharf,Velo - Canary Wharf
5506,Velo - London Bridge,Velo - London Bridge
5203,Venerdi,Venerdi
1430,Veneta,Veneta
1204,Venezia Bacaro,Venezia Bacaro
7662,Venice Cafe,Venice Cafe
9099,Venn Street Records,Venn Street Records
4502,Venosi,Venosi
2383,Venturi's Table Corporate Cookery Centre,Venturi's Table Corporate Cookery Centre
7672,Venus Bar & Brasserie,Venus Bar & Brasserie
4038,Vera's Kitchen,Vera's Kitchen
8172,Verbanella,Verbanella
3411,Verdi - Italian Kitchen,Verdi - Italian Kitchen
792,Verdi's,Verdi's
7616,Vergnano,Vergnano
7588,Vero Caffe,Vero Caffe
3229,Vertigo 42,Vertigo 42
1994,Vesuvio Cafe,Vesuvio Cafe
2902,Vetro by Dalla Terra,Vetro by Dalla Terra
7735,Via Bermondsey,Via Bermondsey
6786,Via Carluccio's,Via Carluccio's
2848,Via Emilia by FOOD ROOTS,Via Emilia by FOOD ROOTS
7267,Viaduct,Viaduct
7415,Viaduct Tavern,Viaduct Tavern
1677,Vicino,Vicino
1553,Vicki's,Vicki's
2542,Vicki's Kensal Rise,Vicki's Kensal Rise
2518,Vicolo Romano,Vicolo Romano
9961,Victoria & Albert Bar,Victoria & Albert Bar
5672,Victoria Stakes,Victoria Stakes
9415,Victoria Tandoori,Victoria Tandoori
2765,Victorian Bath House,Victorian Bath House
3576,Victors's Cafe,Victors's Cafe
1262,Victory Mansion,Victory Mansion
2605,Victualler,Victualler
2496,Viet Baguette,Viet Baguette
673,Viet Baguette Ltd,Viet Baguette Ltd
2194,Viet Cafe,Viet Cafe
5141,Viet Eat,Viet Eat
6340,Viet Food,Viet Food
6639,Viet Garden,Viet Garden
11006,Viet Grill,Viet Grill
10135,Viet Hoa Cafe & Mess,Viet Hoa Cafe & Mess
10521,Viet Pho,Viet Pho
2430,Viet Rest,Viet Rest
10019,Viet-Anh Cafe,Viet-Anh Cafe
4328,VietCafe,VietCafe
3461,Vietfood,Vietfood
6315,View94,View94
1436,Vijay,Vijay
5602,Vijay's Chawalla,Vijay's Chawalla
1060,Vijaya Krishna,Vijaya Krishna
8279,Vikijons Grill,Vikijons Grill
8384,Viktor,Viktor
3591,Vila Ronel,Vila Ronel
4686,Villa Bianca,Villa Bianca
7600,Villa Etrusca,Villa Etrusca
4345,Villa Rosa,Villa Rosa
1301,Villa Toscana,Villa Toscana
10118,Villa Toscana Restaurant & Hotel,Villa Toscana Restaurant & Hotel
873,Villa di Geggiano,Villa di Geggiano
3478,Village East,Village East
8515,Village Masaleh,Village Masaleh
6889,Village Tandoori,Village Tandoori
2748,Village Vanguard E20,Village Vanguard E20
4113,Villagio Restaurant,Villagio Restaurant
11381,Villandry Great Portland Street,Villandry Great Portland Street
3937,Villandry St. James’s,Villandry St. James’s
4134,Villiers,Villiers
2532,Vinarius,Vinarius
2837,Vindinista,Vindinista
1203,Vine Leaves,Vine Leaves
8282,Vine Restaurant,Vine Restaurant
5574,Vineyard Greek Taverna,Vineyard Greek Taverna
1321,Vini Italiani Covent Garden,Vini Italiani Covent Garden
8370,Vini Italiani Greenwich,Vini Italiani Greenwich
1409,Vini Italiani South Kensington,Vini Italiani South Kensington
4051,Vinoteca,Vinoteca
5827,Vinoteca Chiswick,Vinoteca Chiswick
913,Vinoteca Farringdon,Vinoteca Farringdon
4281,Vinoteca King's Cross,Vinoteca King's Cross
4807,Vinoteca Marylebone,Vinoteca Marylebone
3096,Vintage Bean Cafe,Vintage Bean Cafe
5981,Vintage Salt,Vintage Salt
5413,Violet Bar and Grill,Violet Bar and Grill
1853,Vita Mojo,Vita Mojo
7529,Vital Ingredient,Vital Ingredient
4244,Vitao,Vitao
2791,Viva Acai,Viva Acai
2133,Viva! Tapas & Bebidas,Viva! Tapas & Bebidas
709,Vivat Bacchus (Farringdon),Vivat Bacchus (Farringdon)
4242,Vivat Bacchus (London Bridge),Vivat Bacchus (London Bridge)
603,Vivo,Vivo
1126,Volare,Volare
2727,Volare Restaurant,Volare Restaurant
811,Voltaire,Voltaire
5659,Voodoo Ray's,Voodoo Ray's
6030,Voodoo Ray's Boxpark,Voodoo Ray's Boxpark
8996,Voodoo Ray's Peckham,Voodoo Ray's Peckham
4650,Vrisaki,Vrisaki
7764,Vu Viet,Vu Viet
5309,Vy Nam Cafe,Vy Nam Cafe
11005,W Hotel Bar & Lounge,W Hotel Bar & Lounge
2600,W5 Bar and Grill,W5 Bar and Grill
1947,W7 Emporium,W7 Emporium
1268,WC - Wine & Charcuterie,WC - Wine & Charcuterie
2343,WE ARE BAR,WE ARE BAR
1352,WOKIT,WOKIT
5907,WOW Simply Japanese,WOW Simply Japanese
957,Waffle Jack's American Diner,Waffle Jack's American Diner
7912,Waffle On,Waffle On
1769,Wagamama,Wagamama
9623,Wagamama - Fleet Street,Wagamama - Fleet Street
3380,"Wagamama - Royal Festival Hall, Southbank","Wagamama - Royal Festival Hall, Southbank"
505,Wahaca Brixton,Wahaca Brixton
3738,Wahaca Canary Wharf,Wahaca Canary Wharf
3730,Wahaca Charlotte St,Wahaca Charlotte St
49,Wahaca Covent Garden,Wahaca Covent Garden
4628,Wahaca Islington,Wahaca Islington
5735,Wahaca Kentish Town,Wahaca Kentish Town
5318,Wahaca Liverpool Street,Wahaca Liverpool Street
4468,Wahaca Oxford Circus,Wahaca Oxford Circus
4220,Wahaca Shoreditch Test Kitchen,Wahaca Shoreditch Test Kitchen
2979,Wahaca Soho,Wahaca Soho
3141,Wahaca Southbank,Wahaca Southbank
4545,Wahaca St. Paul's,Wahaca St. Paul's
4177,Wahaca Stratford,Wahaca Stratford
3497,Wahaca Waterloo,Wahaca Waterloo
3567,Wahaca White City,Wahaca White City
4541,Wahaca Wimbledon,Wahaca Wimbledon
1562,Waitrose Steak and Oyster Bar,Waitrose Steak and Oyster Bar
4787,Waka,Waka
6060,Walkers of Whitehall,Walkers of Whitehall
8107,Wallpaper* Bar + Kitchen,Wallpaper* Bar + Kitchen
5202,Walluc Bistro,Walluc Bistro
3709,Wan Chai Corner,Wan Chai Corner
1415,Wandle Pirates,Wandle Pirates
9044,Wapping Fish Bar,Wapping Fish Bar
1005,Warda Lebanese Restaurant,Warda Lebanese Restaurant
2304,Wari Bashi,Wari Bashi
2930,Warren's Sandwich Bar,Warren's Sandwich Bar
6217,Warung Padang (Open Soon),Warung Padang (Open Soon)
1008,Warwick Arms,Warwick Arms
5005,Wasabi,Wasabi
5920,Wasabi - Oxford Street,Wasabi - Oxford Street
3673,Wasabi 58 Oxford Street,Wasabi 58 Oxford Street
3292,Wasabi Sushi & Bento,Wasabi Sushi & Bento
7819,Wasabi Sushi & Bento - Moorgate,Wasabi Sushi & Bento - Moorgate
4811,Wasabi Victoria Station,Wasabi Victoria Station
7967,Wasabi Waterloo Station,Wasabi Waterloo Station
465,Wassouf Lounge,Wassouf Lounge
9671,Wasted on the Roof at Selfridges,Wasted on the Roof at Selfridges
9341,Watch Me Restaurant,Watch Me Restaurant
3427,Water House,Water House
8260,Waterfall Cafe,Waterfall Cafe
10332,Waterfront,Waterfront
5762,Waterfront Brasserie,Waterfront Brasserie
5786,Waterfront London,Waterfront London
3629,Waterloo Bar and Kitchen,Waterloo Bar and Kitchen
2501,Waterloo Cafe,Waterloo Cafe
10614,Waterside Bar & Restaurant,Waterside Bar & Restaurant
8079,Waterstones Red Room,Waterstones Red Room
8545,Watson's General Telegraph,Watson's General Telegraph
2668,Wavefresh Fish & Chips,Wavefresh Fish & Chips
1245,Wawa,Wawa
3240,Waxy O'Connor's Pub,Waxy O'Connor's Pub
6188,Wayne's Coffee,Wayne's Coffee
9211,Wazobia,Wazobia
7286,We Grill,We Grill
7709,Weatherspoon Restaurant,Weatherspoon Restaurant
10474,Weatherspoons,Weatherspoons
6626,Wedge Issue Pizza + Beer,Wedge Issue Pizza + Beer
7215,Weizi Prawn Hot Pot,Weizi Prawn Hot Pot
3617,Well Street Kitchen,Well Street Kitchen
6295,Well Street Pizza,Well Street Pizza
9922,Well and Bucket,Well and Bucket
6542,Wellcome Cafe,Wellcome Cafe
5875,Wellcome Kitchen,Wellcome Kitchen
1217,Wellington Lounge,Wellington Lounge
2554,Wenlock Arms,Wenlock Arms
10619,Wenlock and Essex,Wenlock and Essex
5277,Wesley's Cafe at the Methodist Central Hall,Wesley's Cafe at the Methodist Central Hall
7283,West 5 Brasserie,West 5 Brasserie
7678,West Cornwall Pasty Company,West Cornwall Pasty Company
7745,West End Charcoal Grill,West End Charcoal Grill
7208,West Kebab,West Kebab
10839,West Thirty Six,West Thirty Six
9203,WestEleven,WestEleven
6159,Westbourne Tavern,Westbourne Tavern
8123,Western Villa,Western Villa
4526,Westfield White City Ariel Way,Westfield White City Ariel Way
11159,Westminster Arms,Westminster Arms
6221,Westminster Boating Base,Westminster Boating Base
11240,Westminster Kitchen Grill House,Westminster Kitchen Grill House
10307,Westow House,Westow House
8081,Westway Bar & Kitchen,Westway Bar & Kitchen
3728,Wetherspoon's,Wetherspoon's
11269,Wetherspoons,Wetherspoons
4499,Wharf cafe,Wharf cafe
5641,Wheatsheaf,Wheatsheaf
5960,Where the pancakes are,Where the pancakes are
713,Whiskey Ginger,Whiskey Ginger
7288,Whistlestop,Whistlestop
1244,White Fish,White Fish
9216,White Hart,White Hart
5867,White Hart Brew Pub,White Hart Brew Pub
6152,White Horse,White Horse
7330,White Horse & Bower,White Horse & Bower
3200,White Horse Kebab House,White Horse Kebab House
7663,White House,White House
6694,White Kitchen,White Kitchen
3509,White Lion,White Lion
6861,White Lyan,White Lyan
7486,White Mustache,White Mustache
8014,White Post Cafe,White Post Cafe
4289,White Swan,White Swan
1763,Whittard of Chelsea,Whittard of Chelsea
172,Whole Foods Market,Whole Foods Market
1625,Wholemeal Cafe,Wholemeal Cafe
3387,Whyte and Brown,Whyte and Brown
6426,Wigmore Hall Restaurant,Wigmore Hall Restaurant
6508,Wild Caper,Wild Caper
3675,Wild Food Cafe,Wild Food Cafe
4041,Wild Heart,Wild Heart
3373,Wild Honey,Wild Honey
2309,Wild Thyme,Wild Thyme
3264,Wildwood,Wildwood
9983,Wildwood Barnes,Wildwood Barnes
8142,Wildwood Cafe,Wildwood Cafe
3931,Wildwood Kitchen,Wildwood Kitchen
7845,Will to Win Cafe,Will to Win Cafe
3431,William IV,William IV
9224,William Morris,William Morris
6950,William's Bar and Bistro,William's Bar and Bistro
6977,Williamson's Tavern,Williamson's Tavern
2342,Willow Bough Tea Rooms,Willow Bough Tea Rooms
7195,Willy's Wine Bar,Willy's Wine Bar
234,Wiltons,Wiltons
2656,Wimpy,Wimpy
9147,Winchmore Tandoori,Winchmore Tandoori
3803,Windermere Brasserie,Windermere Brasserie
7220,Windmill Pub,Windmill Pub
10546,Windmill Tearooms,Windmill Tearooms
10874,Windmill on the Common,Windmill on the Common
6835,Windsor Fenchurch,Windsor Fenchurch
1106,Wine and Mousaka,Wine and Mousaka
7564,Winemakers Deptford,Winemakers Deptford
8861,Wing Lee Loi Chinese,Wing Lee Loi Chinese
2283,Wing Sing,Wing Sing
10522,Wing Tai,Wing Tai
6412,Wing Yip Superstore,Wing Yip Superstore
9917,Wing's Buffet,Wing's Buffet
3182,Wings,Wings
6824,Wings Cafe,Wings Cafe
5110,Wings and ribs,Wings and ribs
8074,Winnicott,Winnicott
4208,Winston's Cafe,Winston's Cafe
8496,Woburn Place,Woburn Place
8466,Wok Express,Wok Express
6440,Wok on Fire,Wok on Fire
1135,Wok to Walk - Argyll St,Wok to Walk - Argyll St
2156,Wok to Walk - Baker Street,Wok to Walk - Baker Street
1666,Wok to Walk - Cranbourn St,Wok to Walk - Cranbourn St
4849,Wok to Walk - Great Windmill St,Wok to Walk - Great Windmill St
2398,Wok to Walk Goodge St,Wok to Walk Goodge St
2922,Wok&Go,Wok&Go
7649,Wok's Cooking,Wok's Cooking
1788,Wolf,Wolf
11580,Wolfe's Bar & Grill,Wolfe's Bar & Grill
8085,Wolfgang's Beer Haus,Wolfgang's Beer Haus
421,Wolkite,Wolkite
8367,Wonderbunz.Ltd,Wonderbunz.Ltd
10620,Wonderful Patisserie,Wonderful Patisserie
11519,Wong Kei,Wong Kei
6783,Wonton,Wonton
6879,Woo Lot,Woo Lot
10873,Wood Oven,Wood Oven
7732,Wood Oven Kitchen,Wood Oven Kitchen
8495,Wood Oven Pizza,Wood Oven Pizza
9198,Wood Street Bar & Restaurant,Wood Street Bar & Restaurant
7974,Woodgreen Chinese Restaurant,Woodgreen Chinese Restaurant
8329,Woodhouse Tandoori,Woodhouse Tandoori
4594,Woodins Shades,Woodins Shades
4580,Woodlands,Woodlands
10731,Woodlands - Hampstead,Woodlands - Hampstead
11218,Woodlands Piccadilly,Woodlands Piccadilly
2759,Woods Fish Bar,Woods Fish Bar
6193,Woodsman,Woodsman
5073,Woody Grill,Woody Grill
10189,Woodys Grill,Woodys Grill
5747,Woolwich Equitable,Woolwich Equitable
4827,Workshop Coffee,Workshop Coffee
8958,Worlds End,Worlds End
7402,Wot The Dickens,Wot The Dickens
8908,Wox Noodle Bar,Wox Noodle Bar
8243,Wrap It Up!,Wrap It Up!
5761,Wrap It Up! Aldermanbury,Wrap It Up! Aldermanbury
7753,Wrap It Up! Charing Cross,Wrap It Up! Charing Cross
8240,Wrap It Up! Crown Passage,Wrap It Up! Crown Passage
5759,Wrap It Up! Holborn,Wrap It Up! Holborn
10067,Wrap It Up! Liverpool Street,Wrap It Up! Liverpool Street
8781,Wrap It Up! London Bridge,Wrap It Up! London Bridge
8135,Wrap It Up! London Wall,Wrap It Up! London Wall
8131,Wrap It Up! Monument,Wrap It Up! Monument
5801,Wrapchic,Wrapchic
7820,Wraps N More,Wraps N More
8083,Wright Brothers Battersea,Wright Brothers Battersea
145,Wright Brothers Borough Market,Wright Brothers Borough Market
3512,Wright Brothers Soho,Wright Brothers Soho
724,Wright Brothers South Kensington,Wright Brothers South Kensington
474,Wright Brothers Spitalfields,Wright Brothers Spitalfields
5583,Wringer + Mangle,Wringer + Mangle
8299,Wringer + Mangle Spitalfields,Wringer + Mangle Spitalfields
2417,Wulf & Lamb,Wulf & Lamb
6873,Wuli Wuli,Wuli Wuli
2890,Wynwood Art District,Wynwood Art District
9090,X Burger House,X Burger House
6112,XI Bar,XI Bar
5565,XO,XO
7804,XO Restaurant,XO Restaurant
1484,XU London,XU London
6785,Xi'An Cuisine,Xi'An Cuisine
5831,Xi'an Impression,Xi'an Impression
2043,Xian Restaurant,Xian Restaurant
6210,Xin's House,Xin's House
9031,Xiong Mao,Xiong Mao
8090,Xoco Bar & Grill,Xoco Bar & Grill
8307,YO! Sushi,YO! Sushi
6148,YO! Sushi - Baker Street,YO! Sushi - Baker Street
4865,YO! Sushi - Royal Festival Hall,YO! Sushi - Royal Festival Hall
11190,YO! Sushi - Russell Square,YO! Sushi - Russell Square
11456,YO! Sushi - Westfield,YO! Sushi - Westfield
10529,YO! Sushi London Selfridges,YO! Sushi London Selfridges
183,Ya Hala,Ya Hala
1620,Ya sham Lebanese restaurant,Ya sham Lebanese restaurant
7772,Yaal,Yaal
10691,Yacht,Yacht
2654,Yada’s Kurdish Restaurant,Yada’s Kurdish Restaurant
725,Yak & Yeti - Finsbury Park,Yak & Yeti - Finsbury Park
10198,"Yak & Yeti, Crystal Palace","Yak & Yeti, Crystal Palace"
3514,Yalla Yalla,Yalla Yalla
6763,Yalla Yalla Restaurant,Yalla Yalla Restaurant
5244,Yama Momo,Yama Momo
6961,Yama Yama,Yama Yama
7060,Yamagoya,Yamagoya
3888,Yamal Alsham,Yamal Alsham
1637,Yard Sale Pizza,Yard Sale Pizza
2459,Yard Sale Pizza - Finsbury Park,Yard Sale Pizza - Finsbury Park
7322,Yardbird,Yardbird
11116,Yas,Yas
1222,Yasar's,Yasar's
7539,Yaseen Restaurant,Yaseen Restaurant
5140,Yashin Ocean House,Yashin Ocean House
4469,Yashin Sushi,Yashin Sushi
1358,Yasmeen Restaurant,Yasmeen Restaurant
7182,Yasmina,Yasmina
21,Yauatcha,Yauatcha
3827,Yauatcha City,Yauatcha City
11349,Yazu Sushi,Yazu Sushi
5534,Ye Grapes,Ye Grapes
11024,Ye Olde Cherry Tree,Ye Olde Cherry Tree
3038,Ye Olde Cheshire Cheese,Ye Olde Cheshire Cheese
10883,Ye Olde Cock Tavern,Ye Olde Cock Tavern
10698,Ye Olde London,Ye Olde London
1242,Ye Olde Mitre,Ye Olde Mitre
9009,Ye Olde Monken Holt,Ye Olde Monken Holt
9952,Ye Olde Rose & Crown,Ye Olde Rose & Crown
2904,Ye Olde Rose & Crown Theatre Pub,Ye Olde Rose & Crown Theatre Pub
10153,Ye Olde Swiss cottage,Ye Olde Swiss cottage
871,Ye Olde Turk,Ye Olde Turk
5620,Ye Olde Watling,Ye Olde Watling
2187,Yeha Noha,Yeha Noha
4447,Yen,Yen
2096,Yeni Umut 2000 Ockbasi,Yeni Umut 2000 Ockbasi
8588,Yi Wah,Yi Wah
11291,Yi-Ban - Royal Albert Dock,Yi-Ban - Royal Albert Dock
11120,Yialousa Greek Taverna,Yialousa Greek Taverna
4022,Yiamas Taverna of London,Yiamas Taverna of London
1681,Yida Sushi,Yida Sushi
8297,Yield N16,Yield N16
9605,Yien,Yien
5614,Yijo Korean BBQ,Yijo Korean BBQ
1903,Yildiz Restaurant,Yildiz Restaurant
5639,Yipin China,Yipin China
328,Yming,Yming
8722,Yo Sushi,Yo Sushi
4588,Yo Sushi - St Pauls,Yo Sushi - St Pauls
10721,Yo Sushi - Victoria Station,Yo Sushi - Victoria Station
2606,Yo Yo Kitchen,Yo Yo Kitchen
9000,Yo Yo Noodle Bar,Yo Yo Noodle Bar
11482,Yo! Sushi,Yo! Sushi
11077,Yo! Sushi - County Hall,Yo! Sushi - County Hall
10862,Yo! Sushi - Finchley Road,Yo! Sushi - Finchley Road
9576,Yo! Sushi - Fulham Broadway,Yo! Sushi - Fulham Broadway
3536,Yo! Sushi - Harvey Nichols,Yo! Sushi - Harvey Nichols
9513,Yo! Sushi - Oxford Circus,Yo! Sushi - Oxford Circus
11304,Yo! Sushi - Paddington Station,Yo! Sushi - Paddington Station
11081,Yo! Sushi - Sedley Place,Yo! Sushi - Sedley Place
10335,Yo! Sushi Brent Cross,Yo! Sushi Brent Cross
5094,Yo! Sushi London Waterloo,Yo! Sushi London Waterloo
4214,YoKOYA,YoKOYA
3179,Yobun Sushi,Yobun Sushi
7737,YoeBo,YoeBo
9753,Yoisho,Yoisho
6558,Yokoso,Yokoso
490,Yoobi,Yoobi
10379,Yori,Yori
11443,York & Albany Restaurant,York & Albany Restaurant
4440,York Way Fish Bar,York Way Fish Bar
6538,Yoshi Sushi,Yoshi Sushi
4549,Yosma,Yosma
8725,You Me Sushi,You Me Sushi
11020,Young Cheng,Young Cheng
11245,Young Cheng Chinese,Young Cheng Chinese
3974,Young Vegans Pie And Mash Shop,Young Vegans Pie And Mash Shop
6100,Young's - Chelsea Ram,Young's - Chelsea Ram
2166,Yucca,Yucca
7463,Yuhoki,Yuhoki
2206,Yum D,Yum D
10886,Yum Yum,Yum Yum
7697,Yum Yum Take Away,Yum Yum Take Away
10988,YumYum Restaurant,YumYum Restaurant
7418,Yuma Sushi,Yuma Sushi
4222,Yumchaa,Yumchaa
9459,Yumenoki,Yumenoki
7908,Yumi.com,Yumi.com
8080,Yummys,Yummys
7004,Yupa's Thai,Yupa's Thai
295,Yuu Kitchen,Yuu Kitchen
2745,Yuzu,Yuzu
7013,Yuzu Restaurant - West Hampstead,Yuzu Restaurant - West Hampstead
2946,Z&Z Bakery,Z&Z Bakery
5260,ZIMA Russian Street Food & Bar,ZIMA Russian Street Food & Bar
3344,Zabardast,Zabardast
7886,"Zabardast, the Indian Wrap Co.","Zabardast, the Indian Wrap Co."
10485,Zack's Deli,Zack's Deli
2477,Zaf Barqat,Zaf Barqat
3394,Zafferano,Zafferano
1281,Zaffrani,Zaffrani
6172,Zafran,Zafran
7938,Zaga Fish & Chips,Zaga Fish & Chips
3775,Zagarone Cicchetti,Zagarone Cicchetti
231,Zaibatsu,Zaibatsu
153,Zaika,Zaika
6478,Zainab,Zainab
2162,Zakuski,Zakuski
995,Zala grill,Zala grill
8277,Zam's Peri Peri,Zam's Peri Peri
1093,Zaman,Zaman
5996,Zara,Zara
5040,Zara Cafe,Zara Cafe
1804,Zayane,Zayane
5990,Zayka,Zayka
228,Zayna,Zayna
4742,Zaza's Restaurant And Grill,Zaza's Restaurant And Grill
1360,Zeera Bangladeshi & Indian Cuisine,Zeera Bangladeshi & Indian Cuisine
10119,Zefi,Zefi
10324,Zeitgeist London,Zeitgeist London
7794,Zelas Ltd,Zelas Ltd
297,Zelman Meats,Zelman Meats
2892,Zen Modern Japanese Cuisine,Zen Modern Japanese Cuisine
1138,Zen Mondo Japanese Dining,Zen Mondo Japanese Dining
2770,Zen Washoku,Zen Washoku
1417,Zena,Zena
770,Zengi Restaurant.,Zengi Restaurant.
1473,Zenna Bar,Zenna Bar
6526,Zenobia Restaurant,Zenobia Restaurant
6178,Zensai,Zensai
9,Zeret Kitchen,Zeret Kitchen
4312,Zero Sette Restaurant,Zero Sette Restaurant
4081,Zerodegrees - Blackheath,Zerodegrees - Blackheath
10333,Zest,Zest
7973,Zest Of India,Zest Of India
11016,Zetland Arms,Zetland Arms
710,Zeytin Restaurant,Zeytin Restaurant
9832,Zeytoon,Zeytoon
7892,Zeytoun Turkish Grill,Zeytoun Turkish Grill
1650,Zheng,Zheng
4943,Zia Lucia,Zia Lucia
3355,Zia Teresa,Zia Teresa
9026,Zia's,Zia's
5172,Ziani's,Ziani's
2330,Ziferblat,Ziferblat
10394,Zigfrid von Underbelly,Zigfrid von Underbelly
8208,Ziggy Played Guitar,Ziggy Played Guitar
8948,Zilli Cafe,Zilli Cafe
10741,Zing Zing - Highbury & Islington,Zing Zing - Highbury & Islington
7231,Zing Zing - Kensal Rise,Zing Zing - Kensal Rise
5692,Zing Zing - Kentish Town,Zing Zing - Kentish Town
